240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240
240	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	240
240	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	240
240	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	1	4	240
240	4	1	4	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	4	1	1	4	240	240	240	240	4	1	1	4	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	4	1	1	4	240	240	240	240	240	240	240	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	4	1	1	4	240	240	240	240	4	1	1	4	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	4	1	1	4	240	240	240	240	240	240	240	240	4	1	4	240
240	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	1	4	240
240	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	240
240	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	240
240	4	1	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	1	1	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	4	4	4	4	4	4	4	4	4	1	4	240
240	4	1	4	240	240	240	240	240	240	240	240	4	1	1	4	240	240	240	240	4	1	1	4	240	240	240	240	4	1	1	4	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	240	4	1	1	4	240	240	240	240	240	240	240	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
240	4	1	4	240	400	400	400	400	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	240	4	1	1	4	240	400	400	400	400	400	400	400	400	400	400	400	400	400	400	240	4	1	1	4	240	400	400	400	400	400	400	240	4	1	4	240
